tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag,subw_upper_flag,scat_upper_flag,spec_z,spec_z_flag,E_obs,E_obs_error,subb_flag,subb_p_flag,common_p_flag,delta_nuo_FRB,z_DM,z_DM_error_p,z_DM_error_m,E_obs_400,E_obs_400_error_p,E_obs_400_error_m,logsubw_int_rest,logsubw_int_rest_error_p,logsubw_int_rest_error_m,z,z_error_p,z_error_m,logE_rest_400,logE_rest_400_error_p,logE_rest_400_error_m,logrhoA,logrhoA_error_p,logrhoA_error_m,logrhoB,logrhoB_error_p,logrhoB_error_m,weight_DM,weight_DM_error_p,weight_DM_error_m,weight_scat,weight_scat_error_p,weight_scat_error_m,weight_w_int,weight_w_int_error_p,weight_w_int_error_m,weight_fluence,weight_fluence_error_p,weight_fluence_error_m,weight,weight_error_p,weight_error_m,weighted_logrhoA,weighted_logrhoA_error_p,weighted_logrhoA_error_m,weighted_logrhoB,weighted_logrhoB_error_p,weighted_logrhoB_error_m
FRB20181222C,-9999,-9999,131.1,0.2,-9999,68.3,0.2,-9999,146.46,35.38,30.0,20.0,-9999,-9999,-9999,-9999,11,1104.8,0,2.2,0,4.3,17.5,1104.89,0.03,1058.5,1065.6,0.00393,0.0019,-9999,0.8,0.4,-9999,3.0,1.0,-9999,0,58474.450817838,3e-09,58474.45048652,8e-09,0.0015,0.0002,-2.0,1.0,-3.0,3.0,727.4,400.2,400.2,434435.727,434714,0.302,0,0,1,-9999.0,0,1200000000.0,400000000.0,0,1,1,327.2,1.1292697259179998,0.23314714084173227,0.23531648984028808,683813839.273819,256458780.1494397,234311401.28757608,-0.1523285592608108,0.07453329721341395,0.07619428483757182,1.1292697259179998,0.23314714084173227,0.23531648984028808,40.36066974518829,0.18093902167037612,0.2305261904637419,1.074958765184522,0.4228160310562594,0.2513079971851402,1.1093661831063681,0.4290447986446513,0.2290948566001696,,,,,,,,,,,,,,,,,,,,,
FRB20181222D,-9999,-9999,188.2,0.2,-9999,56.16,0.08,-9999,128.25,60.78,20.0,10.0,-9999,-9999,-9999,-9999,10.5,1413.7,0,1.4,0,3.1,20.2,1417.1,0.1,1385.9,1394.5,0.02261,0.002,0.0005,0.2,0.2,-9999,1.2,0.8,-9999,0,58474.6066161,1e-08,58474.60619116,5e-08,0.0038,0.0006,8.0,3.0,-41.0,9.0,561.3,400.2,443.0,865595.39,863353,0.307,0,0,0,-9999.0,0,480000000.0,320000000.0,0,1,1,161.09999999999997,1.482835972320692,0.26132102432615434,0.26324767364320145,461977725.0327045,304638583.8112203,312416417.4048449,0.18593084789112502,0.07851968151298927,0.08621346565879309,1.482835972320692,0.26132102432615434,0.26324767364320145,40.43544295913463,0.24624923821924227,0.3781687564410845,1.1292914837034138,0.4905956715346875,0.3202938322842941,1.0283335683492556,0.5626885732882416,0.292181358415463,,,,,,,,,,,,,,,,,,,,,
FRB20181222E,-9999,-9999,50.64,0.04,-9999,87.0,0.3,-9999,124.97,24.72,200.0,100.0,-9999,200.0,100.0,-9999,17.7,328.4,4.3,3.1,8.6,6.4,36.7,327.98,0.005,268.1,268.2,0.00393,0.0008,0.0001,1.1,0.7,-9999,6.0,3.0,-9999,0,58474.718895114,2e-09,58474.718796765,2e-09,0.00025,9e-05,5.0,1.0,-20.0,2.0,639.5,400.2,455.2,1011125.194,1010788,0.351,0,0,0,-9999.0,0,2400000000.0,1200000000.0,1,1,1,272.09999999999997,0.26961466793710487,0.11505154815412005,0.11420520690890165,2408650375.9193563,1195630951.7824044,1214681732.842233,-0.7065884815299801,0.14276636054700897,0.1894711571633193,0.26961466793710487,0.11505154815412005,0.11420520690890165,39.606784966560255,0.40553490324835195,0.5821072539568561,1.9658568945986405,0.5655549022284703,0.3867305862290973,1.860349092996967,0.6513650375059925,0.23627119972413513,0.00587143397100155,2.7372384317418174e-08,2.7460743877932836e-08,0.004476198166502045,0.00015087245896607297,0.0001535920852550762,0.003763889204136373,0.0003677866903013973,0.00040027538319525766,0.0057050210941320175,0.004732572430593722,0.0011925102611246255,1.1531563617208391,0.9615721666477529,0.27060041789339717,2.0451040864126457,0.8146571899265198,0.43429034585493675,1.9684053786146942,0.8696175106125976,0.35844439558774144
FRB20181222E,-9999,-9999,50.64,0.04,-9999,87.0,0.3,-9999,124.97,24.72,200.0,100.0,-9999,200.0,100.0,-9999,17.7,328.4,4.3,3.1,8.6,6.4,36.7,327.98,0.005,268.1,268.2,0.00393,0.0008,0.0001,1.1,0.7,-9999,6.0,3.0,-9999,1,58474.718895559,4e-09,58474.71879721,4e-09,0.0009,0.0003,10.0,4.0,-24.0,7.0,672.3,400.2,492.8,1011125.194,1010788,0.351,0,0,0,-9999.0,0,2400000000.0,1200000000.0,1,1,0,272.09999999999997,0.2736230100776203,0.11199394555080011,0.11725884664170302,2381580380.4073358,1248976287.0092945,1200378432.3390467,-0.15177133015850064,0.13383830068977232,0.18350138672573546,0.2736230100776203,0.11199394555080011,0.11725884664170302,39.61825068924865,0.39295383141733,0.6011737069424257,1.9663765731519238,0.5853913428895627,0.396975733821616,1.8617249564275138,0.6332036020793792,0.2378768009364296,0.005871432837522898,2.791453472272384e-08,2.7348570425379245e-08,0.004472597374482976,0.0001436650094872927,0.00015171388293577589,0.003763889204136373,0.0003677866903013973,0.00040027538319525766,0.005742974131072801,0.004957933233520334,0.0012504224764178843,1.1562980571738455,0.9850204160786629,0.2733664788584661,2.046128871145604,0.8184033261427102,0.4381916251605067,1.9685436320321896,0.8655450677652405,0.3598130020011576
FRB20181223A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,31.8,352.6,0,6.9,0,27.5,67.2,349.71,0.008,150.8,24.9,0.00885,0.0022,-9999,2.0,0.8,-9999,16.0,5.0,-9999,0,58475.160751782,3e-09,58475.160646916,4e-09,0.002,9e-05,33.0,2.0,-33.0,2.0,800.2,502.1,652.9,769995.486,757557,0.392,0,0,1,0.0337,1,6400000000.0,2000000000.0,1,1,1,351.1,0.032801240236595586,0.04076035193126845,0.023484377489319516,6396497098.362387,2057084623.0642357,2025717305.6802797,0.28662552987829426,0.018903833104693568,0.019840419617522975,0.0337,0.0002,0.0002,38.23891418273345,0.12092484207799714,0.16461283432188623,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20181223A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,31.8,352.6,0,6.9,0,27.5,67.2,349.71,0.008,150.8,24.9,0.00885,0.0022,-9999,2.0,0.8,-9999,16.0,5.0,-9999,1,58475.16075189,1e-08,58475.16064702,1e-08,0.005,0.001,21.0,3.0,-25.0,4.0,800.2,449.1,607.8,769995.486,757557,0.392,0,0,1,0.0337,1,6400000000.0,2000000000.0,1,1,0,351.1,0.034878049477816975,0.04204664910085283,0.02559442031150512,6431603453.091427,2031105287.8318233,1971867655.6762028,0.6845654773968146,0.07889720066565997,0.09831228600887676,0.0337,0.0002,0.0002,38.24115118766378,0.11913957879959725,0.15892206546358523,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20181223B,-9999,-9999,174.9,0.2,-9999,21.6,0.2,-9999,227.74,72.74,12.0,7.0,-9999,-9999,-9999,-9999,12.4,564.5,0,6.4,0,11.0,21.3,565.66,0.02,540.2,545.7,0.00885,0.003,0.001,0.7,0.3,-9999,4.0,1.0,-9999,0,58475.563193115,9e-09,58475.56302349,1e-08,0.0016,0.0003,33.0,5.0,-41.0,6.0,761.2,473.8,600.6,656809.462,655721,0.298,0,0,0,-9999.0,0,1600000000.0,400000000.0,0,1,1,287.40000000000003,0.5824601988127949,0.1705138828274223,0.17472327088944856,1397156807.113614,381957669.2887573,362132651.00545335,0.0038106579655743378,0.09139943006486322,0.09969154874455974,0.5824601988127949,0.1705138828274223,0.17472327088944856,40.095128885345936,0.2216745672067333,0.3019354269005632,1.3850752365368189,0.5031520608965672,0.19075413910062555,1.3953185813319333,0.45287614073342985,0.3463697508903665,0.005230633399237577,2.3644957788038178e-08,2.3120914383475007e-08,0.00766692536686357,0.0017804900429994512,0.001506893006394748,0.0055333908822008575,0.00029687569377990266,0.00032175525935940885,0.008190302404713919,0.003351916893713265,0.0015132502492628786,3.75429952414488,1.878627613349003,0.9991840025333649,1.9738976700157524,0.5571203248939482,0.2947858437217845,1.989883817228913,0.5198362646558821,0.4116084107682101
FRB20181223C,-9999,-9999,181.1,0.2,-9999,27.6,0.2,-9999,207.75,79.51,12.0,6.0,-9999,-9999,-9999,-9999,19.5,111.6,0,2.1,0,3.7,28.3,112.512,0.003,92.6,93.4,0.00197,0.00011,2e-05,1.4,0.5,-9999,2.8,0.9,-9999,0,58475.580233175,1e-09,58475.580199437,2e-09,0.00051,4e-05,2.7,0.8,-7.0,1.0,800.2,400.2,479.2,447393.219,446265,0.283,0,0,0,-9999.0,0,1120000000.0,360000000.0,0,1,1,400.00000000000006,0.07257753639132258,0.0577192431539256,0.046804182750664405,1047780475.060914,330415613.84227586,338915345.74395835,-0.3244834702184578,0.03805565402998079,0.04061729750480436,0.07257753639132258,0.0577192431539256,0.046804182750664405,38.0900776842281,0.5328203267723026,0.900663740683143,3.443540968676202,0.7244699502873404,0.5825859665183306,3.4560542991447916,0.6978128959321097,0.5764463498672656,,,,,,,,,,,,,,,,,,,,,
FRB20181224A,-9999,-9999,355.11,0.03,-9999,44.56,0.08,-9999,109.84,-16.5,24.0,2.0,-9999,-9999,-9999,-9999,65,308.9,0,1.0,0,2.0,104.1,310.2064,0.0004,225.2,231.9,0.00197,0.00040,-9999,4.0,2.0,-9999,3.0,2.0,-9999,0,58476.061732617,4e-10,58476.061639597,5e-10,0.000387,5e-06,3.9,0.2,-6.1,0.3,800.2,400.2,549.5,233053.656,219178,0.296,0,0,1,-9999.0,0,1200000000.0,800000000.0,0,1,1,400.00000000000006,0.2284801858417524,0.10261780570280526,0.10334409675556971,970630870.2294084,661851989.7924777,663771472.8698881,-0.5020998235865033,0.039478731889862284,0.03501424938194653,0.2284801858417524,0.10261780570280526,0.10334409675556971,39.07153810707683,0.41138479108654735,0.6551768041828865,2.2558487082678274,0.7184508109138115,0.3180294260410743,2.201129255749,0.7371738816252784,0.561930803908502,,,,,,,,,,,,,,,,,,,,,
FRB20181224B,-9999,-9999,45.4,0.2,-9999,46.1,0.2,-9999,145.22,-11.03,20.0,10.0,-9999,-9999,-9999,-9999,14,779.6,0,2.2,0,4.4,22.4,781.01,0.01,659.7,640.3,0.00885,0.0021,0.0004,0.8,0.5,-9999,3.0,2.0,-9999,0,58476.203368457,4e-09,58476.203134261,5e-09,0.0009,0.0002,-1.8,0.9,-1.0,1.0,800.2,400.2,400.2,434116.583,432889,0.305,0,0,0,-9999.0,0,1200000000.0,800000000.0,0,1,1,400.00000000000006,0.6821565676606451,0.18140410223422,0.1865177945973538,714457672.6938612,502923453.6106534,471892050.9971101,-0.2727251448089878,0.10045487702598033,0.11866000197919208,0.6821565676606451,0.18140410223422,0.1865177945973538,39.941930478545764,0.29552029445009964,0.42789645135838583,1.2763707914567881,0.564527809969849,0.23716986294130393,1.2162283576959934,0.5478822105530639,0.34206696130301684,,,,,,,,,,,,,,,,,,,,,
FRB20181224C,-9999,-9999,115.3,0.2,-9999,60.3,0.2,-9999,156.69,29.4,20.0,10.0,-9999,-9999,-9999,-9999,13.3,608.2,0,6.2,0,11.4,26.9,596.32,0.06,541.0,543.2,0.02949,0.027,0.003,0.5,0.3,-9999,10.0,3.0,-9999,0,58476.40016535,1e-08,58476.39998653,2e-08,0.0024,0.0009,-2.5,0.7,0.0,1.0,800.2,400.2,400.2,2797088.64,2786153,0.312,0,0,0,-9999.0,0,4000000000.0,1200000000.0,0,1,1,400.00000000000006,0.5738525670533071,0.17238332013931168,0.17182614108322364,2545008010.1606007,852603041.6645246,797105863.3207064,0.18667473143867497,0.1423337878128711,0.21069348977259722,0.5738525670533071,0.17238332013931168,0.17182614108322364,40.33614971796481,0.23366343040692072,0.320660795742711,1.1861982497820176,0.31464554612482387,0.4508354812359847,1.0360781833092565,0.5899838572234897,0.2793514949071715,,,,,,,,,,,,,,,,,,,,,
FRB20181224D,-9999,-9999,182.5,0.2,-9999,54.9,0.2,-9999,135.42,61.26,20.0,10.0,-9999,-9999,-9999,-9999,11.2,690.7,0,1.6,0,3.0,12.8,690.2,0.02,658.8,667.9,0.00393,0.0020,-9999,0.5,0.3,-9999,2.0,1.0,-9999,0,58476.583231799,5e-09,58476.583024833,7e-09,0.0016,0.0002,-3.0,1.0,2.0,3.0,800.2,400.2,400.2,428983.851,427418,0.313,0,0,1,-9999.0,0,800000000.0,400000000.0,0,1,1,400.00000000000006,0.7107285189771408,0.1884820343439516,0.19344069349026471,468298922.53960115,254403864.3967511,232414929.5409448,-0.028902792484299278,0.07229467356103203,0.0753423613808412,0.7107285189771408,0.1884820343439516,0.19344069349026471,39.78434335054174,0.2606313034426222,0.37014349559776605,1.6125109724696738,0.5343263490332124,0.35441959139574597,1.4657407428302074,0.569906869483471,0.3639827406857925,,,,,,,,,,,,,,,,,,,,,
FRB20181224E,-9999,-9999,239.32,0.03,-9999,7.3,0.2,-9999,17.52,41.77,15.0,4.0,-9999,-9999,-9999,-9999,32.4,580.7,0,2.9,0,5.5,42.1,581.854,0.004,545.3,549.3,0.00197,0.0011,-9999,4.0,2.0,-9999,10.0,5.0,-9999,0,58476.739645037,3e-09,58476.73947056,4e-09,0.00106,4e-05,-1.2,0.5,-4.0,1.0,729.5,400.2,400.2,410322.544,404917,0.35,0,0,1,-9999.0,0,4000000000.0,2000000000.0,1,1,1,400.00000000000006,0.5802218183854881,0.1715598590333557,0.1723282263871519,2547691694.1828747,1308234720.2871013,1264112873.6029644,-0.17331489209383633,0.05203848109714666,0.047738524243781305,0.5802218183854881,0.1715598590333557,0.1723282263871519,40.33536601517318,0.2811446710153689,0.3992289645456921,1.1731201906141524,0.1548484046542249,0.40936411336235634,0.9153655206387098,0.6982660783916491,0.168009864033989,0.005212492172598491,4.27459207424404e-09,4.378253062484269e-09,0.004083380635705375,0.0,0.0,0.0051658918377779596,0.0002534424780130571,0.0002711824396933742,0.004269094721215283,0.001946329972776688,0.0005862947825492985,0.9558296018174359,0.4288000538708893,0.14004544935175067,1.1372121491674256,0.3570702503015877,0.40459103268192664,0.9112268595032555,0.6943226225835084,0.21242778529849704
FRB20181224E,-9999,-9999,239.32,0.03,-9999,7.3,0.2,-9999,17.52,41.77,15.0,4.0,-9999,-9999,-9999,-9999,32.4,580.7,0,2.9,0,5.5,42.1,581.854,0.004,545.3,549.3,0.00197,0.0011,-9999,4.0,2.0,-9999,10.0,5.0,-9999,1,58476.739645101,6e-09,58476.739470624,7e-09,0.001,0.0002,-4.0,2.0,4.0,3.0,800.2,400.2,400.2,410322.544,404917,0.35,0,0,1,-9999.0,0,4000000000.0,2000000000.0,1,1,0,400.00000000000006,0.5811288278267633,0.17284059435939259,0.1719630951849201,2537430724.234253,1316121472.1718674,1262967275.5985005,-0.19873418798735365,0.09402256406584025,0.10398759551657549,0.5811288278267633,0.17284059435939259,0.1719630951849201,40.33428408896582,0.27918697426130024,0.39766841019867627,1.1727606168684117,0.16280823509323272,0.4071530579087381,0.9121855131869268,0.7044609906474588,0.16354038564604978,0.005212492173146972,4.2997865341539155e-09,4.275179778372706e-09,0.004083380635705375,0.0,0.0,0.0051658918377779596,0.0002534424780130571,0.0002711824396933742,0.004275163895815107,0.0019951950591436288,0.0005937881730951325,0.955700557765095,0.4385416520614029,0.14040036860696659,1.1374121434532418,0.35698252229837846,0.4043278128660316,0.9160049536209658,0.6889006495431111,0.21699540154084318
FRB20181225A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16.2,346.1,0,6.9,0,27.5,31.8,349.62,0.04,150.7,24.8,0.00688,0.0037,-9999,0.6,0.4,-9999,4.0,2.0,-9999,0,58477.16185105,4e-09,58477.16174621,1e-08,0.0032,0.0002,28.0,3.0,-130.0,10.0,510.8,400.2,446.8,655067.42,648426,0.306,0,0,1,0.0337,1,1600000000.0,800000000.0,0,1,1,110.60000000000002,0.03413403420871944,0.04267871391540494,0.024656361516521088,1586969095.718514,822972806.359386,808595428.2086341,0.4905499554150128,0.026624871399585248,0.027879665921652974,0.0337,0.0002,0.0002,37.63911703671074,0.17791388218690685,0.27796151055023444,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20181225B,-9999,-9999,36.8,0.2,-9999,88.2,0.3,-9999,123.74,25.48,400.0,100.0,-9999,400.0,100.0,-9999,19.1,299.2,9.1,6.7,19.0,13.4,27.6,299.287,0.005,241.0,242.3,0.00295,0.0014,-9999,2.0,1.0,-9999,7.0,4.0,-9999,0,58477.215145579,2e-09,58477.215055833,3e-09,0.0013,7e-05,7.0,1.0,-10.0,1.0,800.2,400.2,560.7,434409.23,431066,0.308,0,0,1,-9999.0,0,2800000000.0,1600000000.0,0,1,1,400.00000000000006,0.24009472741837504,0.10388457861289921,0.10260211909358069,2251602102.005068,1305368685.073227,1283061243.3618822,0.020594911120208392,0.042914707303891145,0.04291426034337785,0.24009472741837504,0.10388457861289921,0.10260211909358069,39.481161774540645,0.3798203302182799,0.5829719562587954,1.97682549510908,0.6476010304752846,0.2520569073777428,1.9472956443297518,0.6553753921479446,0.31725758873456544,0.006049020634425715,3.483370861112392e-08,3.508884689074846e-08,0.004322027992770934,0.0,0.0,0.00521430573223122,7.609742745805966e-05,7.589778511132965e-05,0.005119143791651639,0.004160657884804672,0.0010053719346117245,1.4198961816657645,1.1425633169300742,0.2811841470930736,2.1983000561582418,0.8448110748385593,0.3181962058796668,2.151412241485642,0.8625904084825642,0.3958933084860967
FRB20181226C,-9999,-9999,349.1,0.2,-9999,44.9,0.2,-9999,105.75,-14.73,17.0,9.0,-9999,-9999,-9999,-9999,18.8,409.2,0,1.0,0,2.2,25.3,409.018,0.006,315.0,322.4,0.00393,0.002,0.0003,0.9,0.5,-9999,3.0,1.0,-9999,0,58478.043158848,4e-09,58478.043036198,4e-09,0.0006,0.0001,-1.1,0.8,-2.0,1.0,800.2,400.2,400.2,369985.472,367833,0.409,0,0,0,-9999.0,0,1200000000.0,400000000.0,0,1,1,400.00000000000006,0.3353404028410635,0.12497774311977067,0.1283400242227082,898140219.2599334,326789102.89908445,300016263.50523615,-0.34683520499313136,0.08140486731211488,0.08644219371358575,0.3353404028410635,0.12497774311977067,0.1283400242227082,39.397671334536234,0.2899966707048449,0.43540653648744865,2.1358315158037042,0.5556062629267582,0.4787588322788723,2.0435121845276805,0.5624193426498687,0.3599508235390332,,,,,,,,,,,,,,,,,,,,,
FRB20181226A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16.7,347.8,0,6.9,0,27.5,69,349.011,0.001,150.1,24.2,0.00983,0.00077,-9999,1.6,0.6,-9999,6.0,1.0,-9999,0,58478.155209527,2e-09,58478.155104871,2e-09,0.00073,2e-05,82.0,4.0,-126.0,5.0,632.7,482.9,552.8,439985.477,434101,0.303,0,0,1,0.0337,1,2400000000.0,400000000.0,1,1,1,173.40000000000003,0.03587613829513156,0.04312619814464551,0.025927175712352438,2392925814.425877,400700171.63298273,398463517.0381546,-0.1509700067999158,0.011782378544730687,0.012047276782435418,0.0337,0.0002,0.0002,37.81168081059411,0.06723902715987862,0.07910341267885457,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20181226A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16.7,347.8,0,6.9,0,27.5,69,349.011,0.001,150.1,24.2,0.00983,0.00077,-9999,1.6,0.6,-9999,6.0,1.0,-9999,1,58478.15520957,3e-09,58478.155104914,3e-09,0.0015,0.0001,78.0,9.0,-150.0,20.0,589.6,459.3,520.4,439985.477,434101,0.303,0,0,1,0.0337,1,2400000000.0,400000000.0,1,1,0,173.40000000000003,0.034326073370505444,0.04278381293544163,0.024404857899830164,2395151039.0853767,394658566.6659341,401206476.2961693,0.16132079837194535,0.02852591427871795,0.029021968033149714,0.0337,0.0002,0.0002,37.8120844796996,0.06624166128713682,0.07961982468233231,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20181226D,-9999,-9999,120.2,0.2,-9999,22.16,0.05,-9999,199.59,24.7,12.0,7.0,-9999,-9999,-9999,-9999,24.2,386.6,0,1.5,0,2.8,34.7,385.378,0.003,320.4,306.2,0.00197,0.00062,-9999,1.9,0.8,-9999,3.0,1.0,-9999,0,58478.403661901,2e-09,58478.403546339,2e-09,0.00057,2e-05,0.4,0.6,-5.0,1.0,800.2,400.2,417.2,445755.474,444442,0.286,0,0,1,-9999.0,0,1200000000.0,400000000.0,0,1,1,400.00000000000006,0.3135893769906347,0.12838072373652076,0.1303621145564949,909319540.078681,334096070.9042907,311398789.1275035,-0.3622328610559753,0.04750615599476149,0.04349425952345087,0.3135893769906347,0.12838072373652076,0.1303621145564949,39.33376990327412,0.32114349552585963,0.4749955935593846,2.190987035641728,0.5850060372525143,0.4692027208507028,2.069621196095964,0.5712208129407612,0.3590155756060289,,,,,,,,,,,,,,,,,,,,,
FRB20181226B,-9999,-9999,182.66,0.04,-9999,12.4,0.2,-9999,267.9,72.47,15.0,5.0,-9999,-9999,-9999,-9999,52.4,287.9,0,14.7,0,25.7,176.6,287.036,0.002,259.3,266.3,0.00197,0.0011,4e-05,9.0,3.0,-9999,50.0,20.0,-9999,0,58478.577032245,2e-09,58478.576946173,2e-09,0.0006,0.0001,4.0,1.0,-14.0,3.0,687.5,400.2,461.1,677496.762,642943,0.312,0,0,0,-9999.0,0,20000000000.0,8000000000.0,1,1,1,384.7,0.27123051242782403,0.11102858175827207,0.11310958973508617,16507622215.843958,6705227599.736731,6646232989.537493,-0.3264433729244187,0.07911634782682991,0.0897078371214553,0.27123051242782403,0.11102858175827207,0.11310958973508617,40.45611181748042,0.334281847556575,0.5050892065365389,1.9298356442746933,0.03683723424098506,0.8120752794747259,1.6114161133277662,0.1558473092461652,0.03540547941392691,0.006139101119468545,1.530771542574913e-08,1.558367666800842e-08,0.004912906877846078,5.642935506246408e-05,5.7214053048098816e-05,0.00458023248852495,0.00017984604796873882,0.00019175934363738613,0.002905348464817541,0.00019854578430013732,8.925442257922237e-05,0.8202982673853877,0.06295572845215344,0.04482770470403152,1.834912136852885,0.06891606736342815,0.8033532639159229,1.5275455004821288,0.1800818404150475,0.05495171260707932
FRB20181226B,-9999,-9999,182.66,0.04,-9999,12.4,0.2,-9999,267.9,72.47,15.0,5.0,-9999,-9999,-9999,-9999,52.4,287.9,0,14.7,0,25.7,176.6,287.036,0.002,259.3,266.3,0.00197,0.0011,4e-05,9.0,3.0,-9999,50.0,20.0,-9999,1,58478.5770323491,7e-10,58478.5769462771,8e-10,0.00087,2e-05,1.0,0.2,-7.0,0.3,764.2,400.2,430.7,677496.762,642943,0.312,0,0,0,-9999.0,0,20000000000.0,8000000000.0,1,1,0,384.7,0.27030829600393536,0.1130525767337443,0.11774313443371578,16355755887.59875,7039286844.869707,6487753912.435722,-0.16412945513091448,0.04239664855745122,0.038763872143055156,0.27030829600393536,0.1130525767337443,0.11774313443371578,40.4545501454173,0.3428687674201072,0.5357985999321144,1.9299036741950442,0.037657375127066794,0.8118937462814937,1.6111335014714794,0.1606808537663098,0.03462379930629278,0.006139100126218738,1.566906977905931e-08,1.512101220524499e-08,0.0049138911253845214,5.777696741167872e-05,5.857903424314715e-05,0.00458023248852495,0.00017984604796873882,0.00019175934363738613,0.002906557257212233,0.0002026905875378532,9.161726370112288e-05,0.8209453836519031,0.06667979567598253,0.04586779206143718,1.8353524255738725,0.07426591722325848,0.803883414061678,1.5284759576905866,0.1914950529140238,0.05625239805603455
FRB20181226B,-9999,-9999,182.66,0.04,-9999,12.4,0.2,-9999,267.9,72.47,15.0,5.0,-9999,-9999,-9999,-9999,52.4,287.9,0,14.7,0,25.7,176.6,287.036,0.002,259.3,266.3,0.00197,0.0011,4e-05,9.0,3.0,-9999,50.0,20.0,-9999,2,58478.577032397,2e-09,58478.576946324,2e-09,0.001,8e-05,12.0,2.0,-18.0,2.0,784.9,400.2,549.7,677496.762,642943,0.312,0,0,0,-9999.0,0,20000000000.0,8000000000.0,1,1,0,384.7,0.2679917831206602,0.11862206146434312,0.11588927843389335,16230291795.120302,7129680158.567785,6594636792.937778,-0.10190309442339962,0.052422370725734954,0.054407263980338544,0.2679917831206602,0.11862206146434312,0.11588927843389335,40.438675498827266,0.3534835230727893,0.5351897174281035,1.931138138219559,0.03611219629057549,0.8125952564165648,1.6111168551900537,0.17277162118017042,0.0347621949222785,0.006139100733700983,1.5462364082153653e-08,1.560653401445882e-08,0.004912838471830701,5.842726399270088e-05,5.7517777890647606e-05,0.00458023248852495,0.00017984604796873882,0.00019175934363738613,0.0029089916523625725,0.00020785933293780096,9.36776359424426e-05,0.822133519920502,0.06571997771308738,0.046813872386681755,1.8372584760303086,0.07342408106145148,0.8035592747478313,1.5280987230835508,0.19634613982820603,0.05523187305309052
FRB20181226E,-9999,-9999,303.6,0.2,-9999,73.6,0.2,-9999,106.6,20.42,40.0,20.0,-9999,43.0,7.0,-9999,16.5,308.9,4.7,0.8,9.3,1.5,20.9,308.76,0.02,239.9,237.5,0.00295,0.0013,-9999,0.5,0.4,-9999,1.3,0.8,-9999,0,58478.910255335,4e-09,58478.910162748,6e-09,0.00117,8e-05,-6.0,2.0,-3.0,6.0,558.3,400.2,400.2,329480.425,325882,0.477,0,0,1,-9999.0,0,520000000.0,320000000.0,0,1,1,158.09999999999997,0.23802890640992885,0.09974466844160562,0.1044858411169707,524442485.4726644,318606229.39472264,324349529.3013893,-0.024608976831772766,0.047193088067814054,0.04592850965845588,0.23802890640992885,0.09974466844160562,0.1044858411169707,38.82419919312273,0.4388842773039059,0.6526705335146232,2.6055078696311096,0.6476520070484986,0.6355952192574106,2.5043370333341315,0.6814667010561823,0.5703191663233147,,,,,,,,,,,,,,,,,,,,,
