tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag,subw_upper_flag,scat_upper_flag,spec_z,spec_z_flag,E_obs,E_obs_error,subb_flag,subb_p_flag,common_p_flag,delta_nuo_FRB,z_DM,z_DM_error_p,z_DM_error_m,E_obs_400,E_obs_400_error_p,E_obs_400_error_m,logsubw_int_rest,logsubw_int_rest_error_p,logsubw_int_rest_error_m,z,z_error_p,z_error_m,logE_rest_400,logE_rest_400_error_p,logE_rest_400_error_m,logrhoA,logrhoA_error_p,logrhoA_error_m,logrhoB,logrhoB_error_p,logrhoB_error_m,weight_DM,weight_DM_error_p,weight_DM_error_m,weight_scat,weight_scat_error_p,weight_scat_error_m,weight_w_int,weight_w_int_error_p,weight_w_int_error_m,weight_fluence,weight_fluence_error_p,weight_fluence_error_m,weight,weight_error_p,weight_error_m,weighted_logrhoA,weighted_logrhoA_error_p,weighted_logrhoA_error_m,weighted_logrhoB,weighted_logrhoB_error_p,weighted_logrhoB_error_m
FRB20190228A,-9999,-9999,183.48,0.005,-9999,22.9,0.1,-9999,237.34,80.51,16.0,5.0,-9999,-9999,-9999,-9999,37.8,439.9,0,16.4,0,25.9,109.3,419.083,0.005,398.9,399.5,0.03047,0.0189,0.0008,1.8,0.3,-9999,36.0,5.0,-9999,0,58542.403488265,4e-09,58542.403362597,4e-09,0.0023,0.0001,53.0,2.0,-52.0,1.0,800.2,538.4,664.7,2258857.629,2240473,0.28,0,0,0,-9999.0,0,14400000000.0,2000000000.0,0,1,1,261.80000000000007,0.41916802268420417,0.14597678241933632,0.1465441626707738,14200499145.907747,2042628655.639803,2067920035.2375603,0.20912624669925917,0.051904369248812254,0.046092577419470204,0.41916802268420417,0.14597678241933632,0.1465441626707738,40.825356452896855,0.2673569261431581,0.39318175336853045,1.1537447860256123,0.7853855972088146,0.039581299812090576,0.7304064632532923,0.9000991011742541,0.06158579511795359,,,,,,,,,,,,,,,,,,,,,
FRB20190228B,-9999,-9999,50.01,0.02,-9999,81.9,0.2,-9999,128.12,20.61,90.0,50.0,-9999,90.0,40.0,-9999,30.5,1125.8,13.8,5.3,24.7,9.8,60.6,1115.246,0.008,1043.9,1035.6,0.02359,0.0146,0.0009,5.0,3.0,-9999,70.0,30.0,-9999,0,58542.531064366,6e-09,58542.530729943,7e-09,0.001,0.0002,5.8,0.6,-14.5,0.9,729.1,400.2,489.5,1575936.106,1566201,0.371,0,0,0,-9999.0,0,28000000000.0,12000000000.0,0,1,1,328.90000000000003,1.0926462701769593,0.23408029115622608,0.2247501326886654,16232172767.036648,7503133550.561516,6937670534.935881,-0.3230800952593551,0.0948848230147129,0.10626423916120353,1.0926462701769593,0.23408029115622608,0.2247501326886654,41.70842155900745,0.20070983423178745,0.27954083714828926,0.6602221768788288,0.04254104191423269,0.060650568519355796,0.07754161795677378,0.7250770041807286,0.08692282322091101,,,,,,,,,,,,,,,,,,,,,
FRB20190301B,-9999,-9999,69.5,0.2,-9999,74.1,0.3,-9999,136.85,17.71,40.0,20.0,-9999,30.0,20.0,-9999,9.3,619.5,5.5,0.8,10.8,1.5,14.9,621.33,0.02,538.5,521.9,0.00393,0.0016,-9999,0.4,0.2,-9999,0.8,0.4,-9999,0,58543.08615686,1e-08,58543.08597054,2e-08,0.0013,0.0001,-1.0,2.0,-13.0,8.0,575.5,400.2,400.2,462299.822,460250,0.261,0,0,1,-9999.0,0,320000000.0,160000000.0,0,1,1,175.3,0.5524092017597007,0.16785358236319114,0.17564381504245496,321427083.7705922,156016098.94388193,163550711.43692738,-0.07698454191951853,0.060966459226798594,0.056090136708824706,0.5524092017597007,0.16785358236319114,0.17564381504245496,39.386320058146296,0.32465623267028576,0.46113156713993675,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190301C,-9999,-9999,171.8,0.2,-9999,34.9,0.2,-9999,184.3,70.42,14.0,8.0,-9999,-9999,-9999,-9999,9.1,805.5,0,2.4,0,3.9,13.6,802.91,0.02,782.4,790.7,0.0118,0.008,0.002,0.3,0.2,-9999,2.3,0.5,-9999,0,58543.36761879,2e-08,58543.36737803,2e-08,0.0012,0.0005,-2.0,1.0,1.0,2.0,800.2,400.2,400.2,1179259.623,1176473,0.244,0,0,0,-9999.0,0,919999999.9999999,200000000.0,0,1,1,400.00000000000006,0.8412491089059795,0.2039851462488098,0.20281972888200772,500374053.0560083,128289424.01326913,116293396.53602123,-0.18268938562458725,0.15693841872611014,0.23448667036670662,0.8412491089059795,0.2039851462488098,0.20281972888200772,39.977180456799346,0.17197563961435236,0.22358392395207005,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190301D,-9999,-9999,278.7,0.2,-9999,74.68,0.09,-9999,105.7,27.18,40.0,30.0,-9999,30.0,20.0,-9999,10.4,1159.7,9.6,1.4,15.1,2.5,16.3,1160.69,0.02,1107.6,1111.7,0.0059,0.00053,8e-05,0.4,0.1,-9999,1.5,0.2,-9999,0,58543.65941815,1e-08,58543.6590701,1e-08,0.00036,-9999,4.0,3.0,-29.0,9.0,562.7,400.2,425.4,409150.518,408569,0.344,0,1,0,-9999.0,0,600000000.0,80000000.0,0,1,1,162.50000000000006,1.1826156745042338,0.242781760469013,0.2393925803054544,595475997.0391839,81977415.6321733,79543930.76671243,-0.6929867570859947,0.24337774208113772,0.4208488399870687,1.1826156745042338,0.242781760469013,0.2393925803054544,40.35458327386705,0.1632144426650015,0.19928226441312802,1.5581726350262444,0.4658625427517715,0.26302827622372504,1.4244810807399955,0.31547096408890174,0.15981461312634426,,,,,,,,,,,,,,,,,,,,,
FRB20190301A,-9999,FRB20190222A,313.1,0.2,-9999,69.8,0.2,-9999,104.88,15.88,30.0,20.0,-9999,-9999,-9999,-9999,17.9,461.0,0,8.0,0,14.8,53.5,459.56,0.01,372.4,358.8,0.0059,0.0016,0.0003,1.8,0.7,-9999,9.0,3.0,-9999,0,58543.752111966,4e-09,58543.75197416,5e-09,0.0015,0.0001,69.0,4.0,-88.0,5.0,696.0,503.6,592.1,616152.983,610116,0.347,0,0,0,-9999.0,0,3600000000.0,1200000000.0,1,1,1,208.2,0.37770355209971584,0.13240386689547057,0.13997039089666363,3611751349.714932,1213374743.8190808,1191005227.2976704,0.0367150259532556,0.05499810388895732,0.04976066458377498,0.37770355209971584,0.13240386689547057,0.13997039089666363,40.10466892832819,0.31855508329346804,0.46188508824871377,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190301A,-9999,FRB20190222A,313.1,0.2,-9999,69.8,0.2,-9999,104.88,15.88,30.0,20.0,-9999,-9999,-9999,-9999,17.9,461.0,0,8.0,0,14.8,53.5,459.56,0.01,372.4,358.8,0.0059,0.0016,0.0003,1.8,0.7,-9999,9.0,3.0,-9999,1,58543.75211206,3e-08,58543.75197425,3e-08,0.0012,0.0005,70.0,30.0,-100.0,40.0,662.1,487.8,568.3,616152.983,610116,0.347,0,0,0,-9999.0,0,3600000000.0,1200000000.0,1,1,0,208.2,0.37523464874515633,0.13390927226353844,0.13506082186309695,3591615618.0501003,1188919585.7816954,1214388263.5645351,-0.054415551516044935,0.15947006670049646,0.2271350510267824,0.37523464874515633,0.13390927226353844,0.13506082186309695,40.09941498597664,0.3208707369024637,0.45103527309849056,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190302A,-9999,-9999,34.8,0.2,-9999,61.3,0.2,-9999,133.26,0.24,30.0,10.0,-9999,-9999,-9999,-9999,20.4,1009.3,0,15.6,0,27.9,48.7,1034.24,0.06,813.5,722.0,0.10617,0.09,0.006,0.6,0.3,-9999,30.0,10.0,-9999,0,58544.98412775,2e-08,58544.98381762,3e-08,0.007,0.001,-4.3,0.4,3.0,0.5,800.2,400.2,400.2,9092628.522,9070841,0.273,0,0,0,-9999.0,0,12000000000.0,4000000000.0,0,1,1,400.00000000000006,0.7695900931608057,0.19739207333664577,0.1986461401254872,6752223843.126403,2530762074.009885,2284246891.081915,0.5973889180186012,0.077193321241257,0.08012775450402443,0.7695900931608057,0.19739207333664577,0.1986461401254872,41.02008313833132,0.21644446409953844,0.2805457033912617,0.6390490392726753,0.5434700575531439,0.0457536471730966,0.7508328649244304,0.04480511788267072,0.05243035005483132,,,,,,,,,,,,,,,,,,,,,
FRB20190303B,-9999,-9999,128.74,0.03,-9999,66.03,0.05,-9999,149.45,35.06,40.0,10.0,-9999,-9999,-9999,-9999,52.3,192.5,0,7.1,0,13.3,265.8,193.507,0.0007,146.4,153.4,0.00492,0.00157,2e-05,9.0,4.0,-9999,40.0,20.0,-9999,0,58545.2433449843,9e-10,58545.243286958,1e-09,0.00071,1e-05,-1.68,0.08,-2.6,0.1,786.7,400.2,400.2,525390.747,477881,0.232,0,0,0,-9999.0,0,16000000000.0,8000000000.0,0,1,1,386.50000000000006,0.13606928011529762,0.07790417933443672,0.07182371938402597,14569365388.271545,7366691329.98761,7225274379.555751,-0.20428094157186227,0.029107339122071113,0.028909205916138075,0.13606928011529762,0.07790417933443672,0.07182371938402597,39.77408068841676,0.4521538337946822,0.7012017261138652,1.945297308033257,0.6452405022442134,0.028998459049249137,1.7224465349455338,0.8400444996447267,0.15043604779414577,0.007374949412746587,1.5545155136189422e-08,1.551592119991155e-08,0.005575447313270795,2.8065820719790648e-05,2.7682147225376303e-05,0.004501050353378459,1.3782061017682746e-05,1.3911006861488863e-05,0.0029813429981360674,0.00035403779512890697,0.00012883697970516984,1.1218037281505375,0.13329039751666855,0.0489764400049939,2.00997893088879,0.6801319369209846,0.049585204472475164,1.7896058954280312,0.877592279334988,0.16960712568591685
FRB20190303C,-9999,-9999,173.2,0.2,-9999,26.3,0.2,-9999,211.1,72.48,13.0,7.0,-9999,-9999,-9999,-9999,15.6,1088.6,0,3.0,0,4.8,19.6,1089.66,0.01,1066.6,1070.5,0.0059,0.0020,-9999,0.8,0.2,-9999,3.5,0.5,-9999,0,58545.36873353,1e-08,58545.36840678,1e-08,0.0018,0.0001,1.0,1.0,-2.0,2.0,800.2,400.2,449.8,460184.558,452954,0.272,0,0,1,-9999.0,0,1400000000.0,200000000.0,0,1,1,400.00000000000006,1.1408470984241559,0.2299178345827162,0.23507160431869123,655721759.2835023,124771152.76514614,110192652.51548111,-0.074911396669185,0.05606768054996476,0.051916623070050544,1.1408470984241559,0.2299178345827162,0.23507160431869123,40.360541430164105,0.12809309178919648,0.15893153958045758,0.9239837422797829,0.3288436041988877,0.1914599219367411,0.9793534101133128,0.32707203461500267,0.16329990064825695,0.005099922660879702,2.2694383855720025e-09,2.2130179626965967e-09,0.0047690659061290835,0.0,0.0,0.005735855556328003,9.70528627936006e-05,9.7671132728925e-05,0.009467369145521385,0.002003071707406311,0.001292336505700849,2.6822470143609523,0.5732416795785366,0.3671125366881069,1.3656943130974475,0.3649776382491756,0.23141484991307326,1.4195904200718457,0.3591517467002503,0.2167004757657114
FRB20190303D,-9999,-9999,179.6,0.2,-9999,70.8,0.3,-9999,129.13,45.64,30.0,20.0,-9999,35.0,9.0,-9999,9.8,710.1,14.5,1.5,29.4,3.1,11.2,711.15,0.01,674.1,682.3,0.00295,0.0010,-9999,0.6,0.4,-9999,1.2,0.7,-9999,0,58545.39157111,2e-08,58545.39135786,2e-08,0.0008,0.0001,-1.0,2.0,-6.0,5.0,704.3,400.2,400.2,468396.617,469978,0.245,0,0,1,-9999.0,0,480000000.0,280000000.0,0,1,1,304.09999999999997,0.7202344831050098,0.18991180277832387,0.18901450983791768,369243705.9225962,223813024.70403802,213573976.80358925,-0.331297524642719,0.07174815147126079,0.07471906317824623,0.7202344831050098,0.18991180277832387,0.18901450983791768,39.69918609829754,0.2724700684721384,0.389648186837654,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190303A,-9999,FRB20190303A,208.0,0.1,-9999,48.2,0.2,-9999,97.75,65.81,18,9.0,-9999,-9999,-9999,-9999,11.2,223.2,0,4.3,0,7.7,23.1,221.67,0.02,191.8,199.9,0.00393,0.003,0.0007,0.5,0.3,-9999,3.0,1.0,-9999,0,58545.46200053,1e-08,58545.46193406,1e-08,0.0017,0.0002,63.0,9.0,-70.0,10.0,757.7,526.3,631.5,392213.978,392153,0.37,0,0,0,-9999.0,0,1200000000.0,400000000.0,0,1,1,231.4000000000001,0.19198140805235486,0.08944140939321588,0.0898103260945085,1198610475.8163934,406386424.9978907,405541463.9663112,0.1552981834804661,0.05780371448478938,0.06433131711014481,0.19198140805235486,0.08944140939321588,0.0898103260945085,39.01534439191471,0.38834290778812885,0.5887729178662227,2.5829217043965977,0.6777103250121979,0.42138760644524353,2.5300154371280565,0.6765700734591404,0.45245373820181367,,,,,,,,,,,,,,,,,,,,,
FRB20190304A,-9999,-9999,124.51,0.04,-9999,74.6,0.2,-9999,139.8,31.79,40.0,30.0,-9999,40.0,10.0,-9999,22.3,483.6,10.8,1.8,18.5,3.2,48.1,483.73,0.01,433.9,439.2,0.00295,0.0009,5e-05,0.7,0.3,-9999,3.0,1.0,-9999,0,58546.227910341,5e-09,58546.227765288,6e-09,0.00041,9e-05,6.0,1.0,-67.0,7.0,504.7,400.2,419.4,394960.166,390329,0.373,0,0,0,-9999.0,0,1200000000.0,400000000.0,0,1,1,104.5,0.4627355275997136,0.15566359164804533,0.15932567716235874,1196550111.5315197,405818955.25773907,400104294.3036455,-0.5500193405361955,0.09777097785395944,0.11596225600597732,0.4627355275997136,0.15566359164804533,0.15932567716235874,39.811488974709945,0.3079227719312314,0.4271569933254895,1.7601738514055105,0.6057892303438424,0.4159669925862861,1.7951336293094788,0.4960390983958425,0.414023420616336,,,,,,,,,,,,,,,,,,,,,
FRB20190304B,-9999,-9999,204.9,0.2,-9999,24.2,0.2,-9999,20.4,78.8,13.0,7.0,-9999,-9999,-9999,-9999,20.8,470.7,0,0.9,0,1.5,28.8,470.005,0.006,447.4,449.8,0.00295,0.00062,6e-05,0.7,0.3,-9999,2.2,0.6,-9999,0,58546.453485317,9e-09,58546.453344379,9e-09,0.0003,0.0001,-1.2,0.9,-7.0,2.0,646.5,400.2,400.2,458841.965,456601,0.267,0,0,0,-9999.0,0,880000000.0000001,240000000.0,0,1,1,246.3,0.4727277483956303,0.15162628351549096,0.1579639549538594,869096731.4392611,240269797.73077476,243106508.78877318,-0.6904315877113376,0.13373429934566017,0.1754602983978123,0.4727277483956303,0.15162628351549096,0.1579639549538594,39.703439787597304,0.28134998267280764,0.39093513739359764,1.9628325024897029,0.6028683989949108,0.41694545585746456,2.0088402824005533,0.5154162824276649,0.4155162691862673,,,,,,,,,,,,,,,,,,,,,
FRB20190304C,-9999,-9999,223.0,0.2,-9999,26.7,0.2,-9999,39.04,63.18,12.0,8.0,-9999,-9999,-9999,-9999,10.8,564.5,0,1.9,0,3.1,15.9,564.99,0.01,542.9,542.5,0.00295,0.0011,-9999,0.5,0.2,-9999,1.3,0.1,-9999,0,58546.501249004,2e-09,58546.501079584,5e-09,0.00095,9e-05,22.0,5.0,-90.0,20.0,535.2,400.2,454.9,386461.932,387290,0.378,0,0,1,-9999.0,0,520000000.0,40000000.0,0,1,1,135.00000000000006,0.576502962306998,0.17100970001113414,0.17266926526774679,520141592.1828707,39410905.02816111,39254210.4678303,-0.21960264332554713,0.06395748938358065,0.06273040779296735,0.576502962306998,0.17100970001113414,0.17266926526774679,39.67338576630406,0.2320785143322439,0.3184536742356272,2.223226918765536,0.5505595709690407,0.2990880308821495,2.228024020735021,0.4539328763531709,0.4529653603438075,,,,,,,,,,,,,,,,,,,,,
FRB20190307A,-9999,-9999,254.6,0.2,-9999,9.9,0.3,-9999,28.92,29.59,12.0,7.0,-9999,-9999,-9999,-9999,12.3,352.6,0,0,0,0,18.7,355.34,0.06,297.3,309.6,0.00688,0.0025,-9999,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,58549.58179548,1e-08,58549.58168893,2e-08,0.0021,0.0002,20.0,4.0,-30.0,5.0,735.8,421.8,557.1,291898.68,291226,0.532,0,0,1,-9999.0,0,0.0,0.0,0,1,1,313.99999999999994,0.31827210520385985,0.12826161147849569,0.13003990838151647,0.0,0.0,0.0,0.2023899618171947,0.0588012716327862,0.05942236983267643,0.31827210520385985,0.12826161147849569,0.13003990838151647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190307B,-9999,-9999,269.2,0.06,-9999,38.4,0.2,-9999,64.53,26.61,16.0,8.0,-9999,-9999,-9999,-9999,11.8,291.1,0,0,0,0,19.9,294.0,0.05,239.1,248.9,0.02261,0.021,0.002,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,58549.62415401,1e-08,58549.62406585,2e-08,0.0019,-9999,25.0,6.0,-26.0,6.0,800.2,486.8,656.8,1622823.217,1623353,0.479,0,1,0,-9999.0,0,0.0,0.0,0,1,1,313.40000000000003,0.24692544560310525,0.10142955977814067,0.10475697592449099,0.0,0.0,0.0,0.25674501760651003,0.2513794057287183,0.42778363885185844,0.24692544560310525,0.10142955977814067,0.10475697592449099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190308C,-9999,-9999,188.36,0.03,-9999,44.4,0.2,-9999,133.59,72.36,19.0,7.0,-9999,-9999,-9999,-9999,22.3,498.2,0,3.7,0,6.8,39,500.52,0.03,477.4,480.5,0.02163,0.0023,0.0002,0.5,0.4,-9999,5.0,2.0,-9999,0,58550.396322653,4e-09,58550.396172565,8e-09,0.0004,0.0004,15.0,4.0,-60.0,10.0,550.7,400.2,453.4,666517.7,662100,0.291,0,0,0,-9999.0,0,2000000000.0,800000000.0,1,1,1,150.50000000000006,0.5065427930041362,0.1637225263823643,0.16448604650586512,1983873444.8023286,810083614.7502389,804230108.8820391,-0.49756209244718397,0.25671096854310177,0.42581415364498465,0.5065427930041362,0.1637225263823643,0.16448604650586512,40.10349968299215,0.31512707260779393,0.4234851582889263,1.314389875721727,0.6434015084013032,0.1483839299613119,1.3915954677132802,0.4452106264812028,0.45124750554734616,0.0053241115470587935,5.264939373392391e-08,5.1525302786735646e-08,0.00661577848028757,0.00029627258914405097,0.0002877590317454031,0.003929687409285613,0.0005388276900579874,0.0006548287103281029,0.006689812920415389,0.00474966459601005,0.0014725620109121555,1.8835436967194383,1.3287104739882016,0.5009538899886041,1.624153290472314,0.7134439058262863,0.3070950717739189,1.7053090285760226,0.6120500878508159,0.5506162001116965
FRB20190308C,-9999,-9999,188.36,0.03,-9999,44.4,0.2,-9999,133.59,72.36,19.0,7.0,-9999,-9999,-9999,-9999,22.3,498.2,0,3.7,0,6.8,39,500.52,0.03,477.4,480.5,0.02163,0.0023,0.0002,0.5,0.4,-9999,5.0,2.0,-9999,1,58550.396322754,3e-09,58550.396172666,8e-09,0.0006,0.0002,14.0,2.0,-61.0,7.0,545.7,400.2,449.0,666517.7,662100,0.291,0,0,0,-9999.0,0,2000000000.0,800000000.0,1,1,0,150.50000000000006,0.50982536526693,0.16127071682729444,0.1671314206816612,1987232174.9783587,811125880.8460865,809668546.7079298,-0.3983025057956828,0.1336523919274275,0.18056331534108527,0.50982536526693,0.16127071682729444,0.1671314206816612,40.10602373726524,0.3146916401002997,0.43304425348012643,1.308040596488113,0.6484706879898268,0.14239346240744322,1.3848598255429714,0.4570415489139448,0.44357321117040316,0.005324111127474119,5.2442795166792916e-08,5.17373340305801e-08,0.006612642676925219,0.00029178149493890325,0.0002887812609157495,0.003929687409285613,0.0005388276900579874,0.0006548287103281029,0.006685853118548105,0.004854961813180924,0.0014749793211871988,1.8885655412339517,1.4219722676177524,0.4980927543468467,1.6129537066261612,0.734968943825336,0.29681554199464744,1.7002416771039446,0.61353458646568,0.5523035496673323
FRB20190308B,-9999,-9999,38.59,0.04,-9999,83.6,0.3,-9999,125.9,21.35,110.0,60.0,-9999,100.0,60.0,-9999,10.3,179.5,2.5,1.2,5.1,2.5,21.8,180.18,0.007,111.5,106.0,0.00197,0.00013,4e-05,1.1,0.9,-9999,1.4,0.8,-9999,0,58550.4669946,1e-09,58550.46694057,3e-09,0.00019,9e-05,19.0,3.0,-53.0,8.0,587.9,400.2,477.2,392158.517,391540,0.371,0,0,0,-9999.0,0,560000000.0,320000000.0,1,1,1,187.7,0.0833962297206867,0.059707245716273616,0.0506751506598129,552592363.4493823,324750984.7018863,318178221.3866738,-0.7557159437295438,0.16679639538742042,0.2698826183573888,0.0833962297206867,0.059707245716273616,0.0506751506598129,37.90450630609169,0.5687030914531093,0.9066588814170231,3.5295933929349737,0.6764980934935485,0.5758410238632568,3.511618386637199,0.6924547515991906,0.5596943943895831,,,,,,,,,,,,,,,,,,,,,
FRB20190308B,-9999,-9999,38.59,0.04,-9999,83.6,0.3,-9999,125.9,21.35,110.0,60.0,-9999,100.0,60.0,-9999,10.3,179.5,2.5,1.2,5.1,2.5,21.8,180.18,0.007,111.5,106.0,0.00197,0.00013,4e-05,1.1,0.9,-9999,1.4,0.8,-9999,1,58550.466994633,4e-09,58550.466940603,5e-09,0.0005,0.0003,9.0,7.0,-40.0,20.0,585.3,400.2,455.5,392158.517,391540,0.371,0,0,0,-9999.0,0,560000000.0,320000000.0,1,1,0,187.7,0.08378073162977996,0.05874049004951405,0.05094075148993381,560251703.6140219,319187184.1967721,311839074.4390933,-0.3218720793074783,0.1976699642643183,0.32498003406261433,0.08378073162977996,0.05874049004951405,0.05094075148993381,37.911774983990725,0.5651489716914426,0.8963902920324713,3.5202816351895216,0.7040681402137507,0.5465638711055849,3.5354644940027296,0.6953809264823709,0.5543049430134572,,,,,,,,,,,,,,,,,,,,,
FRB20190309A,-9999,-9999,279.0,0.2,-9999,52.4,0.2,-9999,81.37,23.47,20.0,10.0,-9999,-9999,-9999,-9999,9.3,357.5,0,1.2,0,2.4,12.3,356.9,0.03,298.3,303.9,0.00197,0.00075,-9999,0.4,0.3,-9999,0.7,0.4,-9999,0,58551.643480714,2e-09,58551.643373692,8e-09,0.00058,9e-05,13.0,5.0,-60.0,20.0,535.8,400.2,442.9,402430.771,403706,0.352,0,0,1,-9999.0,0,280000000.0,160000000.0,0,1,1,135.59999999999997,0.31298037959544217,0.12739742296310613,0.1282663021004392,279023462.4109008,155602287.8707394,157598996.976986,-0.3560146900435577,0.07588671698380939,0.08352278882526543,0.31298037959544217,0.12739742296310613,0.1282663021004392,38.81402658744097,0.3980444206699403,0.5887620822035373,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190313B,-9999,-9999,102.0,0.2,-9999,74.1,0.2,-9999,140.61,25.78,50.0,20.0,-9999,20.0,20.0,-9999,14.1,1192.1,18.0,2.6,31.0,4.6,14.8,1191.25,0.06,1131.4,1131.6,0.00786,0.0044,0.0009,0.7,0.3,-9999,2.7,0.8,-9999,0,58555.1389638,1e-08,58555.13860659,2e-08,0.0006,0.0006,-1.0,2.0,1.0,3.0,800.2,400.2,400.2,214310.108,213401,0.657,0,0,0,-9999.0,0,1080000000.0,320000000.0,0,1,1,400.00000000000006,1.206124916145109,0.23626011052328022,0.24037216334213107,489715971.9334326,161636521.31165707,147083172.48408616,-0.478316554972432,0.24579430141001835,0.428874317697471,1.206124916145109,0.23626011052328022,0.24037216334213107,40.272396070661685,0.16522525041613534,0.20647982953061472,1.0605034784779241,0.43414487029839877,0.2566048083248538,1.1133697614095248,0.4405945344684217,0.25522943466053527,,,,,,,,,,,,,,,,,,,,,
FRB20190313A,-9999,FRB20181119A,190.5,0.1,-9999,65.1,0.2,-9999,124.52,51.97,30.0,10.0,-9999,-9999,-9999,-9999,9.4,365.6,0,3.2,0,6.4,12.4,364.5,0.1,330.7,338.8,0.0059,0.0031,-9999,0.4,0.2,-9999,1.5,0.6,-9999,0,58555.39012454,3e-08,58555.39001524,4e-08,0.0019,0.0006,20.0,10.0,-17.0,9.0,800.2,515.8,747.9,398020.081,398842,0.359,0,0,1,-9999.0,0,600000000.0,240000000.0,0,1,1,284.4000000000001,0.35182513189517617,0.12722894700228937,0.1277507939129639,589247346.3646921,239340180.21377432,237427449.64801508,0.15125313051141265,0.12493367631831892,0.17091956117277884,0.35182513189517617,0.12722894700228937,0.1277507939129639,39.25271684873216,0.3225083959230304,0.47593167873932885,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190316A,-9999,-9999,5.2,0.2,-9999,20.5,0.2,-9999,113.33,-41.79,12.0,7.0,-9999,-9999,-9999,-9999,12.7,516.0,0,3.1,0,5.5,19,515.927,0.006,477.0,485.3,0.00197,0.00098,-9999,1.3,0.5,-9999,2.5,0.8,-9999,0,58558.862665367,2e-09,58558.862510659,3e-09,0.00083,7e-05,9.0,2.0,-15.0,3.0,788.2,400.2,536.1,437805.536,435322,0.301,0,0,1,-9999.0,0,1000000000.0,320000000.0,0,1,1,388.00000000000006,0.5153165752320386,0.16415230227829303,0.1648756843988835,682804057.6970433,233899154.42863023,224596857.51224118,-0.2613486611710387,0.060020586809181015,0.05743480201394041,0.5153165752320386,0.16415230227829303,0.1648756843988835,39.65970077715105,0.25500867932531435,0.3412652963296594,1.7895538020600004,0.5741204982917925,0.36574177953552156,1.82645493012761,0.4988363709611341,0.4298650906861212,,,,,,,,,,,,,,,,,,,,,
FRB20190317A,-9999,-9999,87.4,0.2,-9999,44.7,0.2,-9999,166.86,8.75,20.0,10.0,-9999,-9999,-9999,-9999,9.3,1156.5,0,2.1,0,3.8,9.8,1157.259,0.007,1019.3,964.1,0.00197,0.00092,-9999,0.5,0.2,-9999,1.2,0.4,-9999,0,58559.09337537,3e-09,58559.093028349,4e-09,0.0007,0.0001,9.0,4.0,-12.0,5.0,800.2,400.2,582.6,441636.829,440794,0.292,0,0,1,-9999.0,0,480000000.0,160000000.0,0,1,1,400.00000000000006,1.0248406013212477,0.2247671440554786,0.2250706755399512,237566657.48025542,86743750.53500605,80259969.59869531,-0.46076604495299445,0.07505223276069806,0.08200371187658473,1.0248406013212477,0.2247671440554786,0.2250706755399512,39.817393631732315,0.1855041865465452,0.23383349554374888,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRB20190317B,-9999,-9999,101.01,0.07,-9999,49.7,0.2,-9999,166.11,19.23,20.0,10.0,-9999,-9999,-9999,-9999,9.9,425.4,0,2.7,0,4.7,11.8,424.31,0.01,343.7,326.5,0.00295,0.0016,-9999,0.7,0.2,-9999,1.9,0.5,-9999,0,58559.127106541,4e-09,58559.126979304,5e-09,0.0013,0.0002,0.0,2.0,0.0,2.0,800.2,400.2,512.6,436962.183,437146,0.298,0,0,1,-9999.0,0,760000000.0,200000000.0,0,1,1,400.00000000000006,0.33729525880903244,0.12446928276723151,0.12982029045644952,565634975.2506473,166192343.50841928,155907852.87409496,-0.012784234914231307,0.07583778668527676,0.0830184933901799,0.33729525880903244,0.12446928276723151,0.12982029045644952,39.20582700247692,0.27561346298852385,0.4015438403494471,,,,,,,,,,,,,,,,,,,,,,,,,,,
