repeater_name,tns_name,mjd_400,count,wait,log_wait,catalog,eventname
FRB20190430C,FRB20190430C,58603.4957273192,2,,,Catalog 2023,
FRB20190430C,FRB20191024B,58780.0162462145,2,176.52051889530412,2.2467951954182324,Catalog 2023,
FRB20190609C,FRB20190609C,58643.8188582362,3,,,Catalog 2023,
FRB20190609C,FRB20201030B,59152.4271443468,3,508.60828611060424,2.706383431307244,Catalog 2023,
FRB20190609C,FRB20210113D,59227.2262372766,3,74.79909292979573,1.8738963313140204,Catalog 2023,
FRB20190804E,FRB20190804E,58699.1921461072,9,,,Catalog 2023,
FRB20190804E,FRB20190804E,58699.19214624,9,1.328007783740759e-07,-6.876799379466681,Catalog 2023,
FRB20190804E,FRB20200629C,59029.2828861874,9,330.09073994740174,2.5186333412156374,Catalog 2023,
FRB20190804E,FRB20200709C,59039.2572209449,9,9.974334757498582,0.9988839398693818,Catalog 2023,
FRB20190804E,FRB20201201B,59184.8606821803,9,145.60346123539784,2.1631716989987697,Catalog 2023,
FRB20190804E,FRB20201225B,59208.7970711281,9,23.936388947804517,1.3790586331910872,Catalog 2023,
FRB20190804E,FRB20201225B,59208.7970711996,9,7.150083547458053e-08,-7.14568888351528,Catalog 2023,
FRB20190804E,FRB20201228A,59211.7865315664,9,2.9894603667999036,0.4755928000728773,Catalog 2023,
FRB20190804E,FRB20201228A,59211.7865320675,9,5.010952008888125e-07,-6.300079756581984,Catalog 2023,
FRB20190812A,FRB20190812A,58707.1911567876,2,,,Catalog 2023,
FRB20190812A,FRB20200624B,59024.3151475043,2,317.1239907166964,2.5012290980402185,Catalog 2023,
FRB20190905A,FRB20190905A,58731.3841915042,2,,,Catalog 2023,
FRB20190905A,FRB20200402A,58941.1276979628,2,209.7435064586025,2.3216885241951313,Catalog 2023,
FRB20190915D,FRB20190915D,58741.385169513,10,,,Catalog 2023,
FRB20190915D,FRB20200213C,58892.9593172874,10,151.57414777440135,2.1806251350932793,Catalog 2023,
FRB20190915D,FRB20200214B,58893.9658155942,10,1.006498306800495,0.002813048625745994,Catalog 2023,
FRB20190915D,FRB20200214A,58893.9683661552,10,0.0025505609955871478,-2.593364286039806,Catalog 2023,
FRB20190915D,FRB20200214A,58893.9683670824,10,9.272043826058507e-07,-6.032824524265083,Catalog 2023,
FRB20190915D,FRB20200312A,58920.8847840859,10,26.9164170035001,1.430017248004651,Catalog 2023,
FRB20190915D,FRB20200313C,58921.8862670566,10,1.0014829706997261,0.0006435689126523765,Catalog 2023,
FRB20190915D,FRB20200313C,58921.8862674274,10,3.7079735193401575e-07,-6.430863376050063,Catalog 2023,
FRB20190915D,FRB20200313B,58921.8862671634,10,-2.640008460730314e-07,,Catalog 2023,
FRB20190915D,FRB20200313B,58921.8862675262,10,3.6280107451602817e-07,-6.440331435350392,Catalog 2023,
FRB20191013D,FRB20191013D,58769.3885408381,2,,,Catalog 2023,
FRB20191013D,FRB20200515A,58984.7980583818,2,215.40951754369598,2.333264888030638,Catalog 2023,
FRB20191105B,FRB20191105B,58792.4445091987,2,,,Catalog 2023,
FRB20191105B,FRB20200427A,58966.9472813803,2,174.50277218160045,2.2418023306282007,Catalog 2023,
FRB20191106C,FRB20191106C,58793.7604282845,7,,,Catalog 2023,
FRB20191106C,FRB20200215A,58894.482773185,7,100.72234490050323,2.003125827956585,Catalog 2023,
FRB20191106C,FRB20200317D,58925.398207956,7,30.915434770999127,1.4901753584628452,Catalog 2023,
FRB20191106C,FRB20200617C,59017.1509332478,7,91.75272529180074,1.9626189727782173,Catalog 2023,
FRB20191106C,FRB20201201A,59184.6902508752,7,167.53931762740103,2.2241167422675487,Catalog 2023,
