,frb,utc,mjd,telescope,ra,dec,l,b,frequency,dm,flux,width,fluence,snr,reference,redshift,redshift_measured,ra_error,dec_error,dm_error,raw,notes,high_freq,low_freq
655,FRB20190606B,6/6/2019 22:19,58640.9303,CHIME,15:09.6,+86:50:60,126.45,27.38,569.2,275,2.6,6.88,17,29.2,https://www.chime-frb.ca/catalog/FRB20190606B,0.2527,-,10.8,11.4,3.23,,,800.2,400.2
656,FRB20190607A,7/6/2019 16:39,58641.69413,CHIME,44:55.2,+23:39:36,138.48,-37.68,400.2,559.7,4.4,4.92,21,97.7,https://www.chime-frb.ca/catalog/FRB20190607A,0.5382,-,2.4,3.6,3.23,,,777.4,400.2
657,FRB20190607B,7/6/2019 17:41,58641.73747,CHIME,48:04.8,+49:37:12,141.57,-8.97,800.2,289.5,1.1,2.95,3.2,15.8,https://www.chime-frb.ca/catalog/FRB20190607B,0.1539,-,10.8,11.4,1.62,,,800.2,400.2
658,FRB20190608A,8/6/2019 14:53,58642.62028,CHIME,56:55.2,+19:10:12,105.58,-41.86,570.8,719.8,1.3,0.98,1.5,12.1,https://www.chime-frb.ca/catalog/FRB20190608A,0.6854,-,13.2,14.4,1.62,,,800.2,400.2
659,FRB20190608B,8/6/2019 22:48,58642.95015,ASKAP,16:04.8,-07:53:53.60,53.21,-48.53,1320,338.7,-,6,26,16.1,https://www.wis-tns.org/object/20190608b,0.3393,0.1178,0.01,0.0007,0.5,,,,
660,FRB20190609A,9/6/2019 2:46,58643.1153,CHIME,01:12.0,+87:56:24,121.94,25.28,579.3,315.4,4,4.92,10,10.8,https://www.chime-frb.ca/catalog/FRB20190609A,0.2875,-,16.8,19.8,1.62,,,683.4,491
661,FRB20190609A,9/6/2019 2:46,58643.1153,CHIME,01:12.0,+87:56:24,121.94,25.28,579.3,315.4,4,4.92,10,10.8,https://www.chime-frb.ca/catalog/FRB20190609A,0.2875,-,16.8,19.8,1.62,,,722.4,499.1
662,FRB20190609B,9/6/2019 16:47,58643.69978,CHIME,01:57.6,+88:20:60,122.27,28.82,487.1,292.8,12,0.98,22,41.2,https://www.chime-frb.ca/catalog/FRB20190609B,0.2744,-,9,4.02,1.62,,,778.7,400.2
663,FRB20190609C,9/6/2019 19:39,58643.81886,CHIME,52:40.8,+24:03:36,177.3,-12.48,422.9,480.4,0.6,0.98,1.9,11,https://www.chime-frb.ca/catalog/FRB20190609C,0.3545,-,13.8,15,1.62,,,481.3,400.2
664,FRB20190609D,9/6/2019 22:33,58643.93975,CHIME,43:45.6,+51:41:24,166.49,28.7,400.2,509.5,0.7,2.95,2.4,16.6,https://www.chime-frb.ca/catalog/FRB20190609D,0.4701,-,2.46,10.8,1.62,,,552.6,400.2
665,FRB20190611A,11/6/2019 18:52,58645.7866,CHIME,22:09.6,+73:37:48,135.6,15.75,671.2,187.6,1.2,6.88,8,15.9,https://www.chime-frb.ca/catalog/FRB20190611A,0.0921,-,11.4,16.2,6.47,,,800.2,533.6
666,FRB20190611A,11/6/2019 18:52,58645.7866,CHIME,22:09.6,+73:37:48,135.6,15.75,671.2,187.6,1.2,6.88,8,15.9,https://www.chime-frb.ca/catalog/FRB20190611A,0.0921,-,11.4,16.2,6.47,,,800.2,530.3
667,FRB20190611B,11/6/2019 5:45,58645.24008,ASKAP,22:58.9,-79:23:51.30,312.94,-33.28,1320,321.4,-,2,10,9.3,https://www.wis-tns.org/object/20190611b,0.3059,0.378,0.02,0.005,0.2,,,,
668,FRB20190612A,12/6/2019 0:37,58646.02569,CHIME,52:38.4,+70:25:12,140.85,39.89,497.1,427,0.8,70.78,20,16.6,https://www.chime-frb.ca/catalog/FRB20190612A,0.4168,-,12,12.6,12.94,,,800.2,400.2
669,FRB20190612B,12/6/2019 5:30,58646.22966,CHIME,48:50.4,+04:18:36,358.77,53.73,491.3,186,2.4,0.98,3.8,10.8,https://www.chime-frb.ca/catalog/FRB20190612B,0.1889,-,13.2,7.2,1.62,,,662.1,400.2
670,FRB20190612C,12/6/2019 19:59,58646.83279,CHIME,16:28.8,+61:00:36,149.96,12.9,618.3,1638.5,4,3.93,12,38.7,https://www.chime-frb.ca/catalog/FRB20190612C,1.4314,-,1.86,7.8,1.62,,,800.2,400.2
671,FRB20190613A,13/6/2019 7:45,58647.32319,CHIME,09:36.0,+18:51:00,39.75,30.6,535.2,714.9,1.1,7.86,8,18.2,https://www.chime-frb.ca/catalog/FRB20190613A,0.6703,-,11.4,13.2,3.23,,,800.2,400.2
672,FRB20190613B,13/6/2019 18:56,58647.78916,CHIME,23:00.0,+42:40:12,159.07,-4.83,466.6,286.3,1.1,0.98,1.3,37.7,https://www.chime-frb.ca/catalog/FRB20190613B,0.0771,-,2.76,8.4,1.62,,,792.2,400.2
673,FRB20190614A,14/6/2019 3:46,58648.15712,CHIME,59:09.6,+88:19:48,123.41,28.76,411.1,1062.7,0.8,3.93,2.2,12.4,https://www.chime-frb.ca/catalog/FRB20190614A,0.981,-,5.46,14.4,1.62,,,544,400.2
674,FRB20190614B,14/6/2019 12:41,58648.52886,CHIME,11:26.4,+24:41:24,82.67,-25.42,463.9,580.7,5,1.97,8,57.6,https://www.chime-frb.ca/catalog/FRB20190614B,0.5462,-,1.98,3,1.62,,,800.2,400.2
675,FRB20190614C,14/6/2019 14:13,58648.59248,CHIME,46:00.0,+35:54:36,108.38,-25.11,400.2,585.5,0.5,4.92,2.9,12,https://www.chime-frb.ca/catalog/FRB20190614C,0.5488,-,13.8,13.8,3.23,,,800.2,400.2
676,FRB20190614D,14/6/2019 1:13,58648.05072,VLA,20:18.1,+73:42:24.26,136.31,16.54,1400,959.2,124,-,0.63,8.3,https://www.wis-tns.org/object/20190614d,0.8327,-,0.01,0.01,5,,,,
677,FRB20190616A,16/6/2019 5:56,58650.24765,CHIME,36:07.2,+34:28:48,55.1,54.1,400.2,211.9,0.7,1.97,1.7,14.6,https://www.chime-frb.ca/catalog/FRB20190616A,0.2171,-,12.6,13.2,1.62,,,800.2,400.2
678,FRB20190617A,17/6/2019 2:12,58651.09212,CHIME,54:24.0,+83:52:12,124.92,33.01,409.9,195.7,6,4.92,21,27.1,https://www.chime-frb.ca/catalog/FRB20190617A,0.1834,-,12,5.7,1.62,,,673.2,400.2
679,FRB20190617B,17/6/2019 18:05,58651.75348,CHIME,45:43.2,+01:09:36,186.15,-39.42,459.3,275,1,13.76,9,12.7,https://www.chime-frb.ca/catalog/FRB20190617B,0.2563,-,1.2,16.2,3.23,,,586.7,400.2
680,FRB20190617C,17/6/2019 23:13,58651.9678,CHIME,57:28.8,+35:42:00,187.73,40.09,732.3,637.3,0.5,9.83,4,14.1,https://www.chime-frb.ca/catalog/FRB20190617C,0.6064,-,12.6,12.6,3.23,,,800.2,436.9
681,FRB20190618A,18/6/2019 11:42,58652.48764,CHIME,25:00.0,+25:26:24,74.97,-17.67,419.3,228.1,2,1.97,4,33.4,https://www.chime-frb.ca/catalog/FRB20190618A,0.1928,-,10.2,4.5,1.62,,,540.4,400.2
682,FRB20190619A,19/6/2019 1:16,58653.0532,CHIME,00:43.2,+68:22:12,137.12,45.58,552.9,897.7,1.6,1.97,3.3,14.3,https://www.chime-frb.ca/catalog/FRB20190619A,0.8494,-,13.2,13.8,1.62,,,800.2,400.2
683,FRB20190619B,19/6/2019 5:45,58653.24016,CHIME,26:57.6,+82:09:00,117.09,33.14,400.2,270.1,2,0.98,5,19.7,https://www.chime-frb.ca/catalog/FRB20190619B,0.2601,-,12,13.8,1.62,,,731.8,400.2
684,FRB20190619C,19/6/2019 16:46,58653.69903,CHIME,33:09.6,+36:19:48,144.87,-22.17,800.2,486.9,0.7,0.98,1.2,10.2,https://www.chime-frb.ca/catalog/FRB20190619C,0.4405,-,15,13.2,1.62,,,800.2,400.2
685,FRB20190619D,19/6/2019 21:49,58653.90963,CHIME,39:09.6,+41:35:24,177.52,26.13,400.2,375.3,0.5,32.44,7,13.4,https://www.chime-frb.ca/catalog/FRB20190619D,0.3322,-,12.6,12.6,12.94,,,800.2,400.2
686,FRB20190619E,19/6/2019 2:18,58653.09614,Effelsberg,58:00.8,+65:43:00.31,129.71,3.73,1667,348.76,0.74,1.86,0.72,9.87,https://www.wis-tns.org/object/20190619e,0.0317,0.0337,-,-,0.1,,,,
687,FRB20190619F,19/6/2019 2:40,58653.11126,Effelsberg,58:00.8,+65:43:00.31,129.71,3.73,1667,348.76,0.66,0.24,0.2,9.61,https://www.wis-tns.org/object/20190619f,0.0317,0.0337,-,-,0.1,,,,
688,FRB20190619G,19/6/2019 3:31,58653.1466,Effelsberg,58:00.8,+65:43:00.31,129.71,3.73,1667,348.76,0.5,1.72,0.62,9.78,https://www.wis-tns.org/object/20190619g,0.0317,0.0337,-,-,0.1,,,,
689,FRB20190619H,19/6/2019 6:41,58653.27851,Effelsberg,58:00.8,+65:43:00.31,129.71,3.73,1667,348.76,2.3,1.66,2.53,65.42,https://www.wis-tns.org/object/20190619h,0.0317,0.0337,-,-,0.1,,,,
690,FRB20190621A,21/6/2019 2:21,58655.09819,CHIME,32:52.8,+74:11:24,127.11,42.55,400.7,197.3,0.2,19.66,0.9,9,https://www.chime-frb.ca/catalog/FRB20190621A,0.1952,-,16.8,18.6,3.23,,,493.3,400.2
691,FRB20190621B,21/6/2019 2:52,58655.12005,CHIME,52:33.6,+55:38:24,122.6,61.49,400.2,1059.5,0.3,1.97,1.2,11.4,https://www.chime-frb.ca/catalog/FRB20190621B,1.0015,-,13.8,13.8,1.62,,,670.9,400.2
692,FRB20190621C,21/6/2019 3:49,58655.15951,CHIME,46:16.8,+05:13:48,336.28,64.48,485.4,571,2,0.98,2.4,14.4,https://www.chime-frb.ca/catalog/FRB20190621C,0.5597,-,12.6,17.4,1.62,,,564.4,417.5
693,FRB20190621D,21/6/2019 8:14,58655.34371,CHIME,02:31.2,+78:53:24,110.52,28.97,472.1,645.4,0.9,3.93,4,17.4,https://www.chime-frb.ca/catalog/FRB20190621D,0.6057,-,0.96,10.2,1.62,,,651.1,400.2
694,FRB20190622A,22/6/2019 9:46,58656.40715,CHIME,55:55.2,+85:48:36,118.45,25.94,411.9,1120.9,0.6,1.97,1.3,9.9,https://www.chime-frb.ca/catalog/FRB20190622A,1.0288,-,14.4,18,1.62,,,605,400.2
695,FRB20190623A,23/6/2019 7:56,58657.33092,CHIME,01:55.2,+24:31:12,50.46,21.25,469.8,1082.1,0.4,2.95,0.9,9.6,https://www.chime-frb.ca/catalog/FRB20190623A,0.9884,-,13.8,15.6,1.62,,,718.6,400.2
696,FRB20190623B,23/6/2019 12:16,58657.51178,CHIME,20:52.8,+46:07:12,97.54,-9.2,643.3,1554.4,1.6,1.97,2.8,25.3,https://www.chime-frb.ca/catalog/FRB20190623B,1.3594,-,10.8,10.8,1.62,,,786.4,526.2
697,FRB20190623C,23/6/2019 15:08,58657.63061,CHIME,49:14.4,+86:01:48,122.92,31.1,400.2,1049.8,2,5.9,6,12.5,https://www.chime-frb.ca/catalog/FRB20190623C,0.9733,-,14.4,18.6,1.62,,,800.2,400.2
698,FRB20190624A,24/6/2019 1:09,58658.04837,CHIME,13:16.8,+69:46:48,134.8,45.17,400.2,973.7,0.6,5.9,3,15.3,https://www.chime-frb.ca/catalog/FRB20190624A,0.9184,-,12,3.06,3.23,,,704,400.2
699,FRB20190624B,24/6/2019 22:11,58658.92438,CHIME,18:36.0,+73:36:36,106.7,20.14,598.8,215.1,17,0.98,20,39.1,https://www.chime-frb.ca/catalog/FRB20190624B,0.1702,-,4.08,12,1.62,,,754.3,475.4
700,FRB20190625A,25/6/2019 5:02,58659.21026,CHIME,11:38.4,+32:52:48,52.31,59.22,400.2,297.6,0.3,58,12,19.8,https://www.chime-frb.ca/catalog/FRB20190625A,0.3028,-,6.6,11.4,12.94,,,639.7,400.2
701,FRB20190625C,25/6/2019 18:36,58659.77532,CHIME,52:48.0,+11:05:60,188.04,-19.97,410.7,441.6,2.2,0.98,4,12.1,https://www.chime-frb.ca/catalog/FRB20190625C,0.3623,-,12.6,3.06,1.62,,,768.7,400.2
702,FRB20190625D,25/6/2019 21:27,58659.89395,CHIME,40:04.8,+04:52:12,214.15,13.07,450,716.6,5,1.97,12,36.3,https://www.chime-frb.ca/catalog/FRB20190625D,0.5938,-,0.78,1.98,1.62,,,535.5,400.2
703,FRB20190625E,25/6/2019 17:43,58659.73874,CHIME,22:09.6,+73:37:48,135.16,15.36,434.6,187.6,0.8,2.95,4,11.4,https://www.chime-frb.ca/catalog/FRB20190625E,0.0874,-,11.4,16.2,6.47,,,474.9,400.2
704,FRB20190625E,25/6/2019 17:43,58659.73874,CHIME,22:09.6,+73:37:48,135.16,15.36,434.6,187.6,0.8,2.95,4,11.4,https://www.chime-frb.ca/catalog/FRB20190625E,0.0874,-,11.4,16.2,6.47,,,462.7,400.2
705,FRB20190625E,25/6/2019 17:43,58659.73874,CHIME,22:09.6,+73:37:48,135.16,15.36,434.6,187.6,0.8,2.95,4,11.4,https://www.chime-frb.ca/catalog/FRB20190625E,0.0874,-,11.4,16.2,6.47,,,461.1,400.2
706,FRB20190626A,26/6/2019 18:37,58660.77631,CHIME,22:09.6,+73:37:48,137.71,18.1,600,194.1,-,-,-,11.88,https://www.chime-frb.ca/catalog/FRB20190626A,0.121,-,11.4,16.2,12.94,,,464.2,400.2
707,FRB20190627A,27/6/2019 2:46,58661.11583,CHIME,03:33.6,+00:45:00,309.84,63.46,474.6,402.8,2,1.97,2.6,9.4,https://www.chime-frb.ca/catalog/FRB20190627A,0.4044,-,14.4,22.2,1.62,,,634.6,400.2
708,FRB20190627B,27/6/2019 6:46,58661.28224,CHIME,05:36.0,+40:47:24,65.18,36.73,501.6,428.6,4.1,2.95,10,56.2,https://www.chime-frb.ca/catalog/FRB20190627B,0.4182,-,8.4,7.8,1.62,,,800.2,400.2
709,FRB20190627C,27/6/2019 7:23,58661.30789,CHIME,51:31.2,+71:34:48,102.22,30.41,400.2,968.9,4,1.97,11,49.9,https://www.chime-frb.ca/catalog/FRB20190627C,0.9018,-,4.68,9.6,1.62,,,800.2,400.2
710,FRB20190627D,27/6/2019 9:21,58661.39018,CHIME,41:19.2,+43:50:24,77.24,10.2,482.4,1999.2,0.24,7.86,1.5,12,https://www.chime-frb.ca/catalog/FRB20190627D,1.7915,-,13.2,13.2,6.47,,,724.3,400.2
711,FRB20190628A,28/6/2019 2:51,58662.11933,CHIME,16:14.4,+51:45:00,113.86,64.94,579.1,745.7,0.8,0.98,1.3,10.9,https://www.chime-frb.ca/catalog/FRB20190628A,0.7169,-,13.2,13.2,1.62,,,800.2,400.2
712,FRB20190628B,28/6/2019 5:56,58662.24781,CHIME,33:55.2,+80:08:24,113.47,32.29,400.2,406,0.8,2.95,1.4,12.4,https://www.chime-frb.ca/catalog/FRB20190628B,0.3902,-,12,5.28,1.62,,,583.5,400.2
713,FRB20190628C,28/6/2019 14:22,58662.59898,CHIME,46:04.8,+48:35:24,122.01,-14.42,433.1,1740.4,0.4,19.66,2.4,10,https://www.chime-frb.ca/catalog/FRB20190628C,1.574,-,13.2,4.5,6.47,,,675.2,400.2
714,FRB20190629A,29/6/2019 13:53,58663.57903,CHIME,25:21.6,+12:40:12,113.16,-49.71,568.2,503,0.8,3.93,3,10,https://www.chime-frb.ca/catalog/FRB20190629A,0.4931,-,15,15.6,1.62,,,733.6,440.1
715,FRB20190630A,30/6/2019 11:34,58664.48246,CHIME,06:50.4,+17:22:12,76.27,-30.2,476.6,401.1,0.4,21.63,4.8,19.4,https://www.chime-frb.ca/catalog/FRB20190630A,0.3864,-,9,15.6,12.94,,,547.1,415.1
716,FRB20190630B,30/6/2019 11:19,58664.47172,CHIME,52:50.4,+43:00:36,91.62,-8.75,526.8,653.5,0.9,20.64,15,48.3,https://www.chime-frb.ca/catalog/FRB20190630B,0.5324,-,9,8.4,6.47,,,800.2,400.2
717,FRB20190630C,30/6/2019 17:50,58664.74322,CHIME,33:31.2,+80:57:00,130.8,21.87,439.7,1659.6,0.7,3.93,2.3,10.8,https://www.chime-frb.ca/catalog/FRB20190630C,1.5215,-,13.2,5.52,3.23,,,709.7,400.2
718,FRB20190630D,30/6/2019 22:59,58664.95826,CHIME,33:26.4,+08:54:00,224.61,39.95,400.2,321.9,1.7,1.97,2.6,19.1,https://www.chime-frb.ca/catalog/FRB20190630D,0.3137,-,12,15,1.62,,,780.6,400.2
719,FRB20190701A,1/7/2019 7:52,58665.32792,CHIME,29:52.8,+59:02:24,88.28,25.74,800.2,635.7,1.3,1.97,1.7,12.1,https://www.chime-frb.ca/catalog/FRB20190701A,0.5941,-,12.6,13.2,1.62,,,800.2,400.2
720,FRB20190701B,1/7/2019 9:50,58665.41023,CHIME,11:43.2,+80:10:48,112.86,23.45,471.5,748.9,1.1,2.95,1.9,15,https://www.chime-frb.ca/catalog/FRB20190701B,0.6842,-,13.2,14.4,1.62,,,732.8,400.2
721,FRB20190701C,1/7/2019 19:37,58665.81753,CHIME,25:26.4,+81:37:48,132.16,25.85,446.4,972.1,0.9,1.97,2,11.5,https://www.chime-frb.ca/catalog/FRB20190701C,0.891,-,13.8,16.2,1.62,,,495.5,402.2
722,FRB20190701D,1/7/2019 20:54,58665.87092,CHIME,28:24.0,+66:42:00,149.28,28.36,467.6,934.9,1.3,8.85,9,34.4,https://www.chime-frb.ca/catalog/FRB20190701D,0.8602,-,10.8,9.6,3.23,,,651.8,400.2
723,FRB20190701E,1/7/2019 22:32,58665.93893,CHIME,14:16.8,+61:42:36,153.06,40.32,410.3,888,0.7,2.95,2,15.2,https://www.chime-frb.ca/catalog/FRB20190701E,0.8365,-,11.4,2.16,1.62,,,800.2,400.2
724,FRB20190702A,2/7/2019 1:58,58666.08211,CHIME,32:26.4,+74:13:12.00,124.69,42.84,600,195.72,-,-,-,8,https://www.wis-tns.org/object/20190702a,0.1939,-,-,-,1.62,,,,
725,FRB20190702B,2/7/2019 3:14,58666.13522,CHIME,52:36.0,+48:15:00.00,97.61,65.76,600,223.21,-,-,-,18.46,https://www.wis-tns.org/object/20190702b,0.2317,-,-,-,3.23,,,,
726,FRB20190709A,9/7/2019 5:13,58673.2176,WSRT/Apertif,36:06.7,+31:51:22.80,133.89,-30.06,1370,663.4,-,0.49,-,15.4,https://www.wis-tns.org/object/20190709a,0.6235,-,-,-,-,,,,
727,FRB20190711A,11/7/2019 1:53,58675.07895,ASKAP,57:40.7,-80:21:28.80,310.91,-33.9,1272.5,593.1,-,-,28,24,https://www.wis-tns.org/object/20190711a,0.5615,-,0.01,0.003,0.4,,,,
728,FRB20190714A,14/7/2019 5:37,58678.23418,ASKAP,15:54.0,-13:00:00.00,289.68,48.96,1272.5,504,-,-,8,-,https://www.wis-tns.org/object/20190714a,0.4898,-,7.8,6,2,,,,
729,FRB20190718A,18/7/2019 1:11,58682.04957,CHIME,00:40.8,+74:13:12.00,122.07,42.89,600,194.1,-,-,-,9.35,https://www.wis-tns.org/object/20190718a,0.1923,-,-,-,12.94,,,,
730,FRB20190804A,4/8/2019 19:54,58699.82951,Parkes,21:57:40,-80:21:28,310.91,-33.9,1355,587.4,1.4,1,1.4,11.7,https://arxiv.org/abs/2009.01214,0.5562,-,-,-,2,,,,
731,FRB20190806A,6/8/2019 6:37,58701.27581,CHIME,39:43.2,+59:24:00.00,91.5,17.32,600,1384.58,-,-,-,9.11,https://www.wis-tns.org/object/20190806a,1.2503,-,-,-,12.94,,,,
732,FRB20190809A,9/8/2019 12:50,58704.53529,CHIME,57:50.4,+65:43:48.00,129.69,3.73,600,352.61,-,-,-,16.78,https://www.wis-tns.org/object/20190809a,0.036,-,-,-,3.23,,,,
733,FRB20190810A,10/8/2019 8:52,58705.36979,CHIME,07:14.4,+17:22:12.00,76.39,-30.29,600,397.9,-,-,-,31.53,https://www.wis-tns.org/object/20190810a,0.3834,-,-,-,3.23,,,,
734,FRB20190810B,10/8/2019 12:49,58705.53453,CHIME,00:40.8,+65:43:48.00,129.97,3.81,600,346.14,-,-,-,9.21,https://www.wis-tns.org/object/20190810b,0.0306,-,-,-,3.23,,,,
735,FRB20190815A,15/8/2019 8:33,58710.35686,CHIME,06:38.4,+17:22:12.00,76.27,-30.2,600,397.9,-,-,-,28.01,https://www.wis-tns.org/object/20190815a,0.3833,-,-,-,3.23,,,,
736,FRB20190817A,17/8/2019 14:39,58712.61109,CHIME,21:52.8,+73:39:00.00,136.43,16.58,600,187.63,-,-,-,8.61,https://www.wis-tns.org/object/20190817a,0.1006,-,-,-,6.47,,,,
737,FRB20190824A,24/8/2019 7:59,58719.33266,CHIME,07:09.6,+17:22:48.00,76.38,-30.27,600,397.9,-,-,-,9.08,https://www.wis-tns.org/object/20190824a,0.3834,-,-,-,3.23,,,,
738,FRB20190825A,25/8/2019 11:48,58720.49199,CHIME,58:28.8,+65:43:48.00,129.75,3.75,600,347.76,-,-,-,51.46,https://www.wis-tns.org/object/20190825a,0.031,-,-,-,1.62,,,,
739,FRB20190825B,25/8/2019 11:52,58720.49448,CHIME,57:52.8,+65:43:12.00,129.7,3.72,600,346.14,-,-,-,10.53,https://www.wis-tns.org/object/20190825b,0.0284,-,-,-,3.23,,,,
740,FRB20190825C,25/8/2019 11:53,58720.49566,CHIME,11:43.2,+65:43:48.00,131.06,4.13,600,347.76,-,-,-,10.25,https://www.wis-tns.org/object/20190825c,0.0419,-,-,-,1.62,,,,
741,FRB20190907A,7/9/2019 17:02,58733.71028,CHIME,08:50.4,+46:16:12.00,173.38,32.23,600,307.32,-,-,-,9.96,https://www.wis-tns.org/object/20190907a,0.2864,-,-,-,3.23,,,,
742,FRB20190912A,12/9/2019 0:50,58738.03504,CHIME,15:00.0,+22:24:00.00,38.76,43.85,600,211.89,-,-,-,11.36,https://www.wis-tns.org/object/20190912a,0.2118,-,32.4,8.4,1.62,,,,
743,FRB20190915A,15/9/2019 16:27,58741.68589,CHIME,02:52.8,+46:16:12.00,173.22,31.21,600,308.94,-,-,-,10.94,https://www.wis-tns.org/object/20190915a,0.2855,-,-,-,1.62,,,,
744,FRB20190925A,25/9/2019 15:54,58751.66263,CHIME,08:40.8,+46:16:12.00,173.37,32.2,600,307.32,-,-,-,9.98,https://www.wis-tns.org/object/20190925a,0.2864,-,-,-,3.23,,,,
745,FRB20190926A,26/9/2019 20:19,58752.84686,CHIME,41:31.2,+65:07:48.00,124.62,51.97,600,368.79,-,-,-,9.31,https://www.wis-tns.org/object/20190926a,0.3697,-,-,-,6.47,,,,
746,FRB20190926B,26/9/2019 0:37,58752.02633,WSRT/Apertif,41:49.0,+30:59:24.40,135.48,-30.65,1350,957.3,-,2.2,7.6,15,https://www.wis-tns.org/object/20190926b,0.8905,-,5,5,0.5,,,,
747,FRB20190929A,29/9/2019 3:14,58755.13514,CHIME,39:38.4,+59:23:24.00,91.49,17.33,600,1381.34,-,-,-,11.45,https://www.wis-tns.org/object/20190929a,1.2473,-,-,-,3.23,,,,
748,FRB20191001A,1/10/2019 16:55,58757.70528,ASKAP,32:00.0,-54:40:00.00,341.42,-44.73,920.5,506.92,-,-,143,62,https://www.wis-tns.org/object/20191001a,0.4924,-,45,20,0.04,,,,
749,FRB20191013A,13/10/2019 20:31,58769.85517,CHIME,00:38.4,+48:15:00.00,95.04,64.96,600,226.45,-,-,-,9.74,https://www.wis-tns.org/object/20191013a,0.2351,-,-,-,6.47,,,,
750,FRB20191018A,18/10/2019 18:33,58774.7733,CHIME,59:45.6,+85:57:36.00,123.99,31.06,600,302.47,-,-,-,18.12,https://www.wis-tns.org/object/20191018a,0.288,-,-,-,1.62,,,,
751,FRB20191020A,20/10/2019 19:48,58776.82559,CHIME,45:28.8,+48:15:36.00,100.07,66.4,600,221.6,-,-,-,22.89,https://www.wis-tns.org/object/20191020a,0.2301,-,-,-,1.62,,,,
752,FRB20191020B,20/10/2019 18:42,58776.77932,WSRT/Apertif,30:52.0,+61:58:47.00,96.98,13.11,1350,465,-,1.04,9.1,17,https://www.wis-tns.org/object/20191020b,0.3673,-,5,5,0.2,,,,
753,FRB20191021A,21/10/2019 14:18,58777.59593,CHIME,19:52.8,+46:24:00.00,173.46,34.14,600,386.58,-,-,-,109.04,https://www.wis-tns.org/object/20191021a,0.3674,-,-,-,1.62,,,,
754,FRB20191029A,29/10/2019 9:41,58785.40415,CHIME,05:12.0,+73:38:24.00,135.58,15.74,600,190.86,-,-,-,12.82,https://www.wis-tns.org/object/20191029a,0.096,-,-,-,3.23,,,,
755,FRB20191029B,29/10/2019 19:24,58785.80841,CHIME,58:45.6,+48:15:36.00,95.63,65.14,600,221.6,-,-,-,8.69,https://www.wis-tns.org/object/20191029b,0.2298,-,-,-,1.62,,,,
756,FRB20191030A,30/10/2019 7:33,58786.31524,CHIME,59:14.4,+65:43:12.00,129.83,3.76,600,346.14,-,-,-,8.09,https://www.wis-tns.org/object/20191030a,0.0294,-,-,-,3.23,,,,
757,FRB20191030B,30/10/2019 7:41,58786.32075,CHIME,15:09.6,+65:44:24.00,131.4,4.25,600,346.14,-,-,-,12.67,https://www.wis-tns.org/object/20191030b,0.0437,-,-,-,3.23,,,,
758,FRB20191107A,7/11/2019 21:23,58794.89105,CHIME,23:24.0,+73:35:24.00,136.55,16.62,600,194.1,-,-,-,8.39,https://www.wis-tns.org/object/20191107a,0.1081,-,-,-,12.94,,,,
759,FRB20191107B,7/11/2019 18:55,58794.78862,UTMOST,01:57.1,-13:44:15.52,233.4,8.83,835,714.25,-,-,6.7,23.3,https://www.wis-tns.org/object/20191107b,0.5779,-,0.68,195,-,,,,
760,FRB20191108A,8/11/2019 19:48,58795.82558,WSRT/Apertif,33:47.0,+31:51:30.00,133.33,-30.16,1370,588.1,27,0.34,8.2,102,https://www.wis-tns.org/object/20191108a,0.5559,-,5,0.04,0.1,,,,
761,FRB20191109A,9/11/2019 13:08,58796.54765,WSRT/Apertif,33:51.0,+61:46:30.20,97.01,12.7,1370,531.2,-,0.48,4.5,22,https://www.wis-tns.org/object/20191109a,0.4239,-,5,5,0.1,,,,
762,FRB20191110A,10/11/2019 18:33,58797.77293,CHIME,52:16.8,+48:15:00.00,97.72,65.79,600,226.45,-,-,-,20.51,https://www.wis-tns.org/object/20191110a,0.2353,-,-,-,6.47,,,,
763,FRB20191111A,11/11/2019 8:55,58798.37171,CHIME,03:31.2,+73:37:48.00,135.5,15.65,600,184.39,-,-,-,12.29,https://www.wis-tns.org/object/20191111a,0.0867,-,-,-,3.23,,,,
764,FRB20191113A,13/11/2019 18:12,58800.75865,CHIME,43:26.4,+48:15:36.00,100.8,66.57,600,226.45,-,-,-,13.5,https://www.wis-tns.org/object/20191113a,0.2354,-,-,-,6.47,,,,
765,FRB20191115A,15/11/2019 6:12,58802.2584,GBT,58:00.8,+65:43:00.31,129.71,3.73,350,349.3,1.18,3.6,10.2,11.3,https://www.wis-tns.org/object/20191115a,0.0321,0.0337,-,-,0.2,,,,
766,FRB20191116A,16/11/2019 18:09,58803.75684,CHIME,52:40.8,+48:14:24.00,97.57,65.76,600,221.6,-,-,-,28.77,https://www.wis-tns.org/object/20191116a,0.23,-,-,-,1.62,,,,
767,FRB20191117A,17/11/2019 18:18,58804.76286,CHIME,02:55.2,+48:15:00.00,94.35,64.72,600,226.45,-,-,-,12.08,https://www.wis-tns.org/object/20191117a,0.235,-,-,-,6.47,,,,
768,FRB20191202A,2/12/2019 15:44,58819.65589,CHIME,25:52.8,+65:07:48.00,127.27,51.78,600,375.26,-,-,-,7.55,https://www.wis-tns.org/object/20191202a,0.3754,-,-,-,12.94,,,,
769,FRB20191205A,5/12/2019 15:44,58822.65573,CHIME,41:19.2,+65:07:48.00,124.66,51.96,600,368.79,-,-,-,8.32,https://www.wis-tns.org/object/20191205a,0.3697,-,-,-,6.47,,,,
